,word,spam,normal
1302,disruption,0,3
1303,disruptions,0,1
1304,disrupting,0,10
1305,disruptive,0,2
1306,disrespectful,0,6
1307,disregard,4,0
1308,disregarding,1,0
1309,disregards,1,0
1310,disease,6,8
1311,diseases,0,5
1312,diseased,0,1
1313,disengaged,0,2
1314,disenfranchised,0,8
1315,disempowered,0,1
1316,disunity,0,1
1317,dish,1,7
1318,dishes,0,2
1319,dishonesty,0,1
1320,disney,0,8
1321,disneyland,0,2
1322,disjunct,0,1
1323,disjoint,0,2
1324,dislike,0,4
1325,disliked,0,1
1326,dislikes,0,1
1327,dismiss,0,2
1328,dismissed,0,3
1329,dismisses,0,1
1330,dismissive,0,1
1331,dismantling,0,1
1332,dismantle,0,1
1333,dismuke,0,1
1334,disband,0,1
1335,disbanding,0,3
1336,disbursement,4,0
1337,disorientation,0,1
1338,disoriented,0,1
1339,disorder,0,2
1340,disorderly,0,3
1341,disorders,1,1
1342,disobeyed,0,1
1343,disintegration,0,3
1344,disincarnate,0,2
1345,disdain,0,2
1346,disfunctional,0,1
1347,disqualifies,0,1
1348,disqualification,1,0
1349,dinter,0,10
1350,dintrinsics,0,2
1351,dino,0,1
1352,dinosaur,0,2
1353,dinosaurs,0,2
1354,ding,0,1
1355,dingy,0,1
1356,dinner,0,8
1357,dine,0,2
1358,diners,0,1
1359,dined,0,1
1360,dining,1,3
1361,dinks,0,2
1362,dina,0,8
1363,dinasour,0,1
1364,dinwiddie,0,1
1365,did,31,217
1366,didn,15,185
1367,didnt,0,7
1368,didNUMBER,0,1
1369,didja,0,1
1370,didius,0,1
1371,diff,2,21
1372,differ,0,3
1373,different,30,191
1374,differentiate,0,1
1375,differentiators,0,1
1376,differently,0,13
1377,difference,12,57
1378,differences,1,18
1379,differnet,0,1
1380,differnt,0,1
1381,differnce,0,1
1382,differs,0,1
1383,differing,0,2
1384,difficult,4,57
1385,difficulties,0,6
1386,difficulty,0,15
1387,diffuse,0,1
1388,diffuser,0,1
1389,diffusion,0,2
1390,diffusa,1,0
1391,diffraction,0,1
1392,diferent,0,3
1393,dir,2,15
1394,dire,0,4
1395,direct,36,29
1396,directly,14,56
1397,director,15,42
1398,directory,7,98
1399,directoryNUMBER,0,1
1400,directors,0,5
1401,directories,5,21
1402,directoric,1,0
1403,directons,1,0
1404,directed,20,4
1405,directv,0,2
1406,direction,1,21
1407,directional,0,5
1408,directions,4,6
1409,directives,1,1
1410,directing,0,6
1411,directs,0,1
1412,diretory,0,1
1413,dirk,1,0
1414,dirksen,0,1
1415,dirt,0,2
1416,dirty,6,9
1417,dirtybomb,0,2
1418,dirigistes,0,1
1419,dirigeant,2,0
1420,diroffile,0,5
1421,dirs,0,1
1422,dirvcqfnrzuzNUMBERzttsbNUMBERy,1,0
1423,div,1,2
1424,divvy,0,1
1425,divx,2,5
1426,divxnetworks,0,1
1427,divxs,0,1
1428,divxNUMBER,0,1
1429,division,2,4
1430,divisions,0,1
1431,divide,0,7
1432,divided,1,6
1433,dividend,0,1
1434,dividends,0,4
1435,dividing,0,2
1436,divine,0,3
1437,divinely,1,0
1438,divinorum,1,0
1439,diving,1,0
1440,dive,0,5
1441,diver,0,1
1442,divers,2,0
1443,diversity,1,10
1444,diversifi,2,0
1445,diversified,3,0
1446,diverse,0,5
1447,divulge,0,1
1448,divulgeto,1,0
1449,divorce,0,5
1450,divorced,0,1
1451,dia,2,0
1452,diamond,6,3
1453,diamonds,3,2
1454,diameter,1,1
1455,dial,2,8
1456,dialog,0,9
1457,dialogue,0,2
1458,dialogs,0,1
1459,dialup,0,4
1460,dialling,1,1
1461,dials,0,2
1462,dialer,0,1
1463,diaz,0,1
1464,diagnosis,1,1
1465,diagnostics,17,0
1466,diagnose,5,0
1467,diagnosed,3,0
1468,diageo,0,1
1469,diagrams,0,2
1470,diatribe,0,2
1471,diatribes,0,1
1472,diane,0,1
1473,dianne,1,0
1474,diary,0,1
1475,diaries,0,1
1476,diabetes,4,1
1477,diabetic,2,0
1478,diaxNUMBERljneNUMBERohmeuuNUMBERvvf,1,0
1479,dip,0,1
1480,dippy,0,1
1481,diploma,1,0
1482,diplomats,0,4
1483,diplomatic,9,3
1484,diplomatically,1,0
1485,diplomacy,0,5
1486,dilley,0,1
1487,diligence,0,2
1488,diligent,0,2
1489,dilemma,1,3
1490,dilettantes,0,1
1491,dileriz,1,0
1492,dilkkklNUMBERmNUMBERiNUMBERbfzdjtjzxynhkzNUMBERixyloouhbtNUMBERvqgonixetpwjfksNUMBEReNUMBEReoefNUMBERsuNUMBERvj,1,0
1493,dit,2,3
1494,ditto,0,8
1495,ditch,0,6
1496,ditches,0,2
1497,dites,0,2
1498,diter,2,0
1499,dig,1,14
1500,digest,0,9
1501,digeratus,0,5
1502,digeons,2,0
1503,digging,0,7
1504,diggers,0,1
1505,digit,1,6
1506,digital,10,58
1507,digitally,0,2
1508,digitized,1,1
1509,digitis,0,1
1510,digits,1,2
1511,digial,0,1
1512,digicool,0,1
1513,dignified,0,4
1514,dignity,1,3
1515,dignitaries,0,2
1516,digress,0,1
1517,digression,0,1
1518,dicing,0,2
1519,dict,0,2
1520,dictionary,1,10
1521,dictator,0,3
1522,dictatorship,1,1
1523,dictated,1,3
1524,dictates,1,1
1525,dich,3,0
1526,dichotomies,0,1
1527,dichotomy,0,2
1528,dice,0,1
1529,dick,2,4
1530,dickens,0,3
1531,dickhead,0,2
1532,dickheads,0,9
1533,dickinson,0,3
1534,dicks,1,0
1535,dicussed,0,1
1536,dime,0,4
1537,dimension,0,7
1538,dimensional,0,4
1539,dimensions,0,8
1540,dimebox,0,5
1541,diminish,1,4
1542,diminishing,0,3
1543,diminished,0,1
1544,dimorphism,0,1
1545,dimpling,0,1
1546,dijkstra,0,6
1547,dixit,0,1
1548,dizzying,0,1
1549,dizaine,2,0
1550,diy,0,1
1551,dik,1,0
1552,diNUMBERkNUMBERnhNUMBERmtNUMBERhrfnzmwtNUMBERvNUMBERxtNUMBERrrNUMBERcNUMBERmiNUMBERzjNUMBERfNUMBERilpNUMBERfbmnryjrgvNUMBERvrwdt,1,0
1553,diwsyyuakueqNUMBERouu,1,0
1554,dioscoreae,1,0
1555,du,7,7
1556,dur,2,0
1557,during,27,93
1558,durable,0,1
1559,duration,2,8
1560,durham,0,2
1561,durden,0,1
1562,dup,0,1
1563,duplicate,0,3
1564,duplicated,0,3
1565,duplicates,0,3
1566,duplication,0,4
1567,duplex,0,1
1568,dups,0,1
1569,dupe,0,1
1570,dupes,0,1
1571,dupont,0,1
1572,dum,0,1
1573,dump,0,23
1574,dumps,0,2
1575,dumpster,0,2
1576,dumping,0,4
1577,dumb,0,16
1578,dumbstruck,0,1
1579,dummy,0,4
1580,dumdbm,0,1
1581,dumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBER,1,0
1582,duty,2,7
1583,dutton,0,1
1584,dutch,1,8
1585,duties,0,2
1586,dublin,0,9
1587,dubya,0,6
1588,dubbed,0,8
1589,dubious,1,5
1590,duba,1,0
1591,dust,0,3
1592,dustin,0,1
1593,dusty,0,1
1594,dustbin,0,1
1595,dustpuppy,0,1
1596,dusk,0,1
1597,dug,0,7
1598,dual,0,10
1599,duane,0,3
1600,due,32,66
1601,dues,0,5
1602,duenwald,0,1
1603,dueling,0,1
1604,duejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERdyiNUMBERwevzlNUMBERvjroNUMBERylNUMBERtuivqurljybbcux,1,0
1605,duck,0,4
1606,ducks,0,3
1607,ducked,0,1
1608,duckkkkk,0,1
1609,ducati,0,1
1610,duct,0,2
1611,duction,2,0
1612,dul,0,1
1613,duly,3,2
1614,dull,0,6
1615,duncan,0,41
1616,dunno,0,11
1617,dung,0,2
1618,dungeons,0,1
1619,dundas,0,1
1620,dune,0,1
1621,dudzinski,0,1
1622,dude,0,12
1623,dudes,0,1
1624,dudley,0,1
1625,duke,0,3
1626,duff,0,2
1627,duffy,0,1
1628,duo,1,0
1629,duopoly,0,2
1630,duvet,0,1
1631,duh,0,6
1632,duyehgekdNUMBERlnzbmfktNUMBERkpdwcyzhvx,1,0
1633,dmcmann,0,2
1634,dmca,0,9
1635,dmcaish,0,1
1636,dmodule,0,2
1637,dmesg,0,1
1638,dmehpNUMBERkurjNUMBERtNUMBERmoivtluvdmzdslNUMBERrkNUMBERtumjgfNUMBERgx,1,0
1639,dma,0,16
1640,dmx,0,1
1641,dmilter,0,1
1642,dmm,1,0
1643,dmugfvesNUMBERp,1,0
1644,dmvkwetkdnqlpNUMBERivvsyxawebzNUMBERkNUMBERtrqqNUMBERedgccnhjczmnrvowylqupccnNUMBERsutneNUMBERsNUMBERcwl,1,0
1645,dmNUMBERvpsuzhzg,1,0
1646,dnuk,0,2
1647,dns,0,26
1648,dnsbl,0,3
1649,dnsbls,0,1
1650,dna,0,7
1651,dnl,0,1
1652,dntpuNUMBERlfkphnkkjrbkNUMBERtNUMBERbofrNUMBERvkNUMBERtrocvgtnzNUMBERuljwNUMBERqkNUMBERnozNUMBERxfsexjizllgNUMBERapNUMBER,1,0
1653,dnpNUMBERqqjtgsikbb,1,0
1654,dnpesfNUMBERauwdhfNUMBERsnjkwNUMBERwaNUMBEReuxr,1,0
1655,dnnjayczqwczNUMBERdvgaegrhomNUMBERbovkodtdwblNUMBERfkcyirthjNUMBERzhNUMBERhwysuhuNUMBERq,1,0
1656,dnox,1,0
1657,dnjeNUMBERuNUMBERmqsNUMBERl,1,0
1658,dnNUMBERnNUMBERmNUMBERpqNUMBERxNUMBERp,1,0
1659,dynamic,4,11
1660,dynamics,0,4
1661,dynamically,0,5
1662,dynamite,0,1
1663,dynamism,0,2
1664,dynamique,2,0
1665,dynasty,0,1
1666,dynasolve,1,0
1667,dyno,0,2
1668,dysfunction,3,1
1669,dysfunctional,0,8
1670,dying,0,7
1671,dylan,0,1
1672,dylxxNUMBERmbNUMBERpNUMBERmrlNUMBERsNUMBERpsqzNUMBERmeudtudq,1,0
1673,dyerthscum,0,1
1674,dyNUMBERrNUMBERtzfdNUMBERfnvgcfrhuNUMBER,0,1
1675,dyfzrjdlmnvrkjxNUMBERrvfnkyssk,1,0
1676,dyvNUMBERoffnnf,1,0
1677,dygoqqNUMBERwrstsstsxhxrsaNUMBERmNUMBERnonNUMBERsrbNUMBERobNUMBERlNUMBERiNUMBERtjd,1,0
1678,dl,0,8
1679,dls,0,1
1680,dlinux,0,2
1681,dlink,0,1
1682,dlanguagec,0,2
1683,dlopen,0,1
1684,dloajNUMBERsmNUMBERmrbtjomvret,1,0
1685,dll,0,2
1686,dlNUMBERdcbNUMBERymlwgNUMBERzrNUMBERmNUMBERhfznNUMBERgaNUMBERvvme,1,0
1687,dlNUMBERq,1,0
1688,dlNUMBERlaeNUMBERwi,1,0
1689,dlckNUMBERoubdimihNUMBERtmNUMBERuuvmlctxusm,1,0
1690,dldfNUMBERvwzjyuNUMBERleNUMBERjvNUMBERttnyNUMBERqyNUMBERp,1,0
1691,dldewuroqlrxtgtkevlvlaNUMBEReNUMBER,1,0
1692,dlxrqwmcdlrvnNUMBER,1,0
1693,dlbNUMBERzNUMBER,1,0
1694,dljzbsNUMBERstokrrknjNUMBERwvb,1,0
1695,dlnurpNUMBERy,1,0
1696,ds,0,1
1697,dsl,0,10
1698,dsa,0,8
1699,dsp,0,1
1700,dsml,0,1
1701,dsNUMBER,0,1
1702,dsNUMBERjNUMBERcehommqtloxuv,1,0
1703,dsqcvzzkdasrNUMBERsNUMBERmkakntNUMBERoezrkvNUMBERuzgwnnoujynmsececr,1,0
1704,dsqcvzzzjzcaefdfbrquzyyrddkh,1,0
1705,dswphlNUMBERsNUMBERzjbprg,1,0
1706,db,1,12
1707,dbe,0,1
1708,dbs,0,5
1709,dbsinfo,0,1
1710,dbNUMBER,0,6
1711,dbNUMBERd,0,3
1712,dbNUMBERsccveypgNUMBERjocnggNUMBERbhNUMBERsudfkkNUMBERoucrfjlmgNUMBERbhNUMBERreidvypgNUMBERsllvta,1,0
1713,dbincomplete,0,2
1714,dba,0,1
1715,dbasinge,0,1
1716,dbaker,0,1
1717,dbbasedwhitelist,0,3
1718,dbbasedwhitelistips,0,2
1719,dbbasedaddrlist,0,2
1720,dbm,0,4
1721,dbdict,0,1
1722,dbruce,0,1
1723,dkernel,0,2
1724,dkwulrNUMBERsNUMBERhszbNUMBERacx,1,0
1725,dkmnjejNUMBERbNUMBERvojvjdcthwty,1,0
1726,dkNUMBERjtvmyydljvczwl,1,0
1727,dkNUMBERyhlasyxwrypzdadkdsvfegamuveNUMBERmkkNUMBERbNUMBERjcvaNUMBERdagosNUMBERbqkoNUMBERxuschgakbnpozNUMBERrgxjbdjz,1,0
1728,dkNUMBERozxvaamrqhlduaayuqgvNUMBERqadkNUMBERozxvaamrqhlduaayuqgvNUMBERqadkNUMBERozxvaamrqhlduaayuqgvNUMBER,1,0
1729,dxn,0,1
1730,dxoukakzuNUMBERcwdvafgccoaNUMBERygNUMBERjqNUMBERwoNUMBERdreziqqyrymkNUMBERoNUMBERgtgkaNUMBERqtqhvssllehtpjsrsjghdqaa,1,0
1731,dxNUMBERttNUMBERtg,1,0
1732,dhcp,0,2
1733,dhiggins,0,1
1734,dhag,0,1
1735,dhjvbpxuzgvuigdlNUMBERlybwlzigjNUMBERbhvubwfrdgfNUMBERaxoudqpcdsbNUMBERzwNUMBERpihzlcnnpewNUMBERuzgeg,1,0
1736,dhs,2,0
1737,dhgzqexNUMBERnljx,1,0
1738,dhpruNUMBERrjulkmldgNUMBERimlarvuNUMBERvNUMBERlwwwuNUMBERoztqfoyzjfecNUMBERwixytrcbbfsNUMBERucfevyioqwzzzzoxuadj,1,0
1739,dc,1,9
1740,dcc,0,13
1741,dccproc,0,3
1742,dccm,0,1
1743,dcsb,0,1
1744,dcNUMBER,0,1
1745,dcNUMBERl,0,1
1746,dcms,0,1
1747,dcmtNUMBERsNUMBERbjNUMBERoxuvhjywdlarzjwabfpdpoyNUMBERsNUMBERguo,1,0
1748,dwell,0,1
1749,dwelling,0,2
1750,dweller,0,1
1751,dwarf,0,1
1752,dwarfs,0,4
1753,dwheeler,0,1
1754,dwsNUMBER,1,0
1755,dwogooNUMBERyzdqkNUMBERjNUMBERfmNUMBERdtpNUMBERoNUMBERmulNUMBERhbk,1,0
1756,dwvuaf,1,0
1757,dwxsNUMBERzykNUMBERrqcqlnvdpybeNUMBERkiNUMBERwqdjbNUMBERj,1,0
1758,dwzcNUMBEReousmNUMBERdgljnyyuhqopnNUMBERmoetnepgzsabNUMBERqlqfqfxksNUMBERnNUMBERhNUMBERtrNUMBERfNUMBERmNUMBERdlaaetza,1,0
1759,dwieaxyqNUMBERfdlkeqNUMBERbxnnksgngctewlzoggaadkNUMBERqchfNUMBERmsgbuffNUMBERp,1,0
1760,dwmaumhmmhrhxkzxNUMBERvNUMBER,1,0
1761,dwlelnwztxwwwofkuNUMBERwNUMBERiNUMBERttjgxjNUMBERujlueqvfqzzzgucmNUMBERfmNUMBERajNUMBERsrNUMBER,1,0
1762,dwptcskxfzwerrheNUMBERlvgkNUMBERhextnsafngnstivmxNUMBERzNUMBERtvNUMBERszcdNUMBERzjNUMBERots,1,0
1763,dt,0,1
1764,dti,0,1
1765,dtd,0,6
1766,dtl,0,1
1767,dtNUMBERpz,1,0
1768,dtoaNUMBER,1,0
1769,dtkNUMBERmqyvNUMBERatonsuwzmnoNUMBERgvgctNUMBERtxlvzmugf,1,0
1770,dd,1,0
1771,ddd,0,1
1772,ddos,0,1
1773,ddNUMBERidgvNUMBERdcNUMBERodgNUMBERsoybjagfycNUMBERvNUMBERpxdpbmrvdNUMBERmtmtiNUMBERnci,1,0
1774,ddNUMBERirNUMBERjxdNUMBERcuwxglwoecwdnNUMBERfbsubaNUMBERcrjreNUMBERufgw,1,0
1775,ddptql,1,0
1776,ddtxuyarNUMBERerNUMBER,1,0
1777,dNUMBER,1,14
1778,dNUMBERf,0,1
1779,dNUMBERcNUMBERcc,0,1
1780,dNUMBERx,0,1
1781,dNUMBERxxrddcdvcnyzNUMBERjwNUMBER,1,0
1782,dNUMBERdNUMBER,0,3
1783,dNUMBERuavuNUMBERpsofydNUMBERpNUMBERldNUMBERfgarNUMBERvtNUMBERkhNUMBERhdNUMBERfzq,1,0
1784,dNUMBERuNUMBERxhpurxpbbf,1,0
1785,dNUMBERiwahuwNUMBERomNUMBERzwmNUMBERje,1,0
1786,dNUMBERnshszjxybnlqeNUMBERbvnNUMBERfeeoehNUMBERk,1,0
1787,dNUMBERjNUMBERbkvNUMBERiaoxhNUMBERkzNUMBERkwnkmxzpiongflcyuxloilj,1,0
1788,dNUMBERjjtkubftNUMBERvgantctqkNUMBERfxmNUMBERudNUMBERiwdvvpvNUMBERzpxNUMBERjltNUMBERmdyjNUMBER,1,0
1789,dNUMBERyful,1,0
1790,dNUMBERewadkNUMBERphNUMBER,1,0
1791,dNUMBERz,1,0
1792,dNUMBERgewNUMBERjNUMBERggdfoxkvpcnaNUMBERlyoNUMBERvstNUMBERkt,1,0
1793,dNUMBERhnncvfglzpNUMBEReim,1,0
1794,dNUMBERhhNUMBERvbNUMBERpdjrlcNUMBERzyxNUMBERtkNUMBERtlna,1,0
1795,dNUMBERajufnsNUMBERpuqhgutrisikqpkNUMBERwljjnrpamcwmvvurNUMBERwtNUMBER,1,0
1796,dNUMBERmxvsNUMBERnlNUMBERiNUMBERn,1,0
1797,dga,0,3
1798,dgaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaupNUMBERb,1,0
1799,dgs,0,1
1800,dgc,0,1
1801,dgcchat,0,1
1802,dgw,0,1
1803,dgxt,0,3
1804,dgi,0,1
1805,dgrenadaguadeloupeguatemalaguineaguinea,1,0
1806,dgbgparNUMBERxNUMBER,1,0
1807,dgufNUMBERkzzzznNUMBERyyunmsljNUMBERivatttxacfdkbuNUMBERhkngmzNUMBERgkotuek,1,0
1808,dgorswsemgsyotsNUMBERxwtvqdnnkupccoNUMBERrnfNUMBERueNUMBERdenNUMBERttbNUMBERnmdzqNUMBER,1,0
1809,dj,1,0
1810,djs,0,1
1811,djurovic,2,0
1812,djibouti,1,0
1813,djt,1,0
1814,djrlvcvfztebNUMBERdpgNUMBERuzNUMBER,1,0
1815,djrNUMBERgmlbdvooftll,1,0
1816,djjswytndudmNUMBERkNUMBERoNUMBERtjNUMBERjNUMBERnjitwphNUMBER,1,0
1817,djNUMBERczNUMBERsttNUMBER,1,0
1818,dq,0,2
1819,dqnbNUMBERamrhiamtmlzzsNUMBERjgNUMBERvvrqwwNUMBERngNUMBERabuhlaprzhncfbqilcqNUMBERpkqimn,0,1
1820,dqoNUMBERagvhzdNUMBERncjxtzxrhighNUMBERdhatzxfNUMBERaxyNUMBERiknvbnrlbnqtvhlwzsigyNUMBERudgvu,1,0
1821,dqoNUMBERdglNUMBERbgu,1,0
1822,df,0,1
1823,dfrunfckNUMBERibNUMBERaqpuNUMBERmery,1,0
1824,dfmNUMBERnpgukirkNUMBERtisaioaamflovduprNUMBERrpmpdsgrioeutpoNUMBERyjtcfmfhcNUMBERzpjfhjkfkrq,1,0
1825,dfNUMBERrsiNUMBERywuxkumNUMBERuNUMBERzNUMBERvkgzsjuzNUMBERzttatNUMBERyNUMBERbb,1,0
1826,dfbsatkNUMBERxgNUMBERqxgohnNUMBERejzNUMBERxllkxrplsoudkmoNUMBERg,1,0
1827,dpbsmith,0,1
1828,dpo,0,1
1829,dpegfNUMBERrzmnqNUMBERnuvnzdpmomzmNUMBERtyudpegfNUMBERqNUMBERzNUMBERfyqamnmhlkjoly,1,0
1830,dpNUMBERmNUMBERgxkNUMBERhhNUMBERrvppckNUMBERdtllnpNUMBERtNUMBERwpNUMBERpmfnkrwfNUMBERsmpodNUMBERkNUMBERaiyevglwl,1,0
1831,dpNUMBERmrnpioxtjNUMBERr,1,0
1832,dpipuNUMBERvqrqaafnlbNUMBERzjjNUMBERpfog,1,0
1833,dz,1,0
1834,dztcNUMBERcjsxgdyiuNUMBERrmstiplNUMBERodzNUMBERxoNUMBERymnhxtsexlbNUMBERsNUMBERhixjbyiklNUMBERrNUMBERaaqldcposamdplvrwiut,1,0
1835,dzypohsucy,1,0
1836,dzwvwgNUMBERegyrdfpddszqmulfmNUMBERcgknxbsjgeftmNUMBERiNUMBERyxpNUMBERaNUMBERnzflzvsNUMBERctNUMBERvkvsjvNUMBER,1,0
1837,dzzhqxxNUMBERmvrqhusqjgmqNUMBERxkfplmnqNUMBERgprNUMBEReboNUMBERwqzzzzt,1,0
1838,dzdNUMBERnboNUMBERzgrszsuyNUMBERuedjpk,1,0
1839,w,34,89
1840,we,281,541
1841,wed,1,125
1842,wednesday,1,58
1843,wedded,0,9
1844,wedding,1,2
1845,weddings,0,1
1846,wedgwood,0,1
1847,wedge,0,1
1848,well,70,335
1849,wells,0,3
1850,wellesley,0,1
1851,wellfleet,0,3
1852,wellies,0,1
1853,welcome,10,127
1854,welcomed,1,2
1855,welcomes,1,2
1856,welch,0,28
1857,welsh,0,3
1858,weld,0,1
1859,weldon,0,1
1860,welfare,5,7
1861,welho,0,1
1862,weather,0,23
1863,weaton,0,1
1864,wear,7,7
1865,wearing,2,5
1866,wears,1,7
1867,wealth,11,16
1868,wealthy,7,4
1869,wealthier,0,2
1870,weak,1,17
1871,weaklings,0,1
1872,weakness,3,4
1873,weaknesses,0,4
1874,weaken,0,1
1875,weakening,0,3
1876,weaker,0,2
1877,weapon,3,3
1878,weapons,0,15
1879,were,49,338
1880,weren,3,18
1881,werbach,0,2
1882,werblog,0,2
1883,werken,1,0
1884,web,74,148
1885,website,41,37
1886,websites,17,8
1887,webserver,1,2
1888,webster,0,2
1889,webstream,0,2
1890,webstreaming,0,1
1891,webpage,0,2
1892,webmaster,6,11
1893,webmasterworld,0,1
1894,webmail,1,1
1895,webmake,4,0
1896,weblog,0,24
1897,weblogic,0,1
1898,weblogs,1,2
1899,weblogging,0,2
1900,weblogger,0,1
1901,webdev,0,1
1902,webdesignhq,1,0
1903,webdav,0,2
1904,webcast,0,1
1905,webcasting,0,2
1906,webcam,6,0
1907,webcams,0,1
1908,webraid,0,2
1909,webhost,0,2
1910,webex,0,2
1911,webNUMBER,0,2
1912,webforms,0,6
1913,webinterface,0,1
1914,webb,0,1
1915,webappsec,0,4
1916,wei,1,0
1917,weigh,0,8
1918,weighing,0,3
1919,weight,14,11
1920,weightbuild,1,0
1921,weighs,0,5
1922,weighed,0,1
1923,weird,0,32
1924,weirdness,0,1
1925,weirdest,0,1
1926,weil,1,3
1927,weiss,0,2
1928,weidlinger,0,1
1929,wee,0,2
1930,week,40,98
1931,weeks,26,43
1932,weekly,14,8
1933,weekend,0,24
1934,weekends,0,4
1935,weeknight,0,1
1936,weevil,0,1
1937,weevils,0,1
1938,weed,1,3
1939,weeded,0,2
1940,went,7,86
1941,wendy,0,2
1942,wendys,0,2
1943,wended,0,1
1944,weng,0,1
1945,wenn,2,0
1946,wes,0,1
1947,wesley,0,2
1948,west,11,33
1949,westcott,0,1
1950,western,3,18
1951,westerners,1,0
1952,westwood,0,3
1953,westport,5,0
1954,wekk,0,1
1955,weymouth,0,1
1956,weytjyswaaotthbNUMBERljzNUMBEReiewvu,1,0
1957,wet,6,6
1958,wether,0,2
1959,wetter,0,1
1960,wetbits,2,0
1961,wept,0,1
1962,wevuNUMBERlmonlNUMBERojglkNUMBERrtbNUMBERistNUMBERftsdsNUMBERzxpkqrnkualbNUMBERalyj,1,0
1963,wi,9,2
1964,wit,0,2
1965,with,294,1198
1966,without,54,211
1967,within,67,83
1968,withinNUMBER,1,0
1969,withput,0,1
1970,withdrew,0,1
1971,withdraw,0,4
1972,withdrawal,0,2
1973,withdrawals,2,0
1974,withdrawn,1,0
1975,withstand,0,2
1976,withheld,0,4
1977,witha,0,2
1978,witness,0,4
1979,witnesses,0,9
1980,witnessed,0,4
1981,wide,9,33
1982,widely,2,20
1983,widespread,0,13
1984,widening,0,7
1985,wider,0,4
1986,width,1,6
1987,widow,3,5
1988,widows,0,3
1989,widget,0,5
1990,widgetaddbut,0,1
1991,widgets,0,1
1992,wil,0,1
1993,will,236,546
1994,william,1,21
1995,williams,6,30
1996,williamsfalana,3,0
1997,willie,0,1
1998,willies,0,1
1999,willing,20,45
2000,willingness,6,3
2001,willis,0,3
2002,willful,0,1
2003,willfully,0,1
2004,willya,0,1
2005,willed,0,1
2006,willenberger,0,2
2007,willever,1,0
2008,wills,2,2
2009,willst,1,0
2010,willpower,0,2
2011,willan,0,1
2012,willachieve,1,0
2013,willcome,1,0
2014,willbe,1,0
2015,wild,7,11
2016,wildlife,0,3
2017,wildly,0,3
2018,wilde,1,0
2019,wildest,0,2
2020,wildcards,0,1
2021,wildcat,1,0
2022,wile,0,1
2023,wiley,1,0
2024,wilfully,0,1
2025,wilson,0,3
2026,wilsonian,0,1
2027,wilsonians,0,1
2028,wilt,0,8
2029,wiltshire,0,1
2030,wilth,1,0
2031,wilkie,0,1
2032,wilkes,1,0
2033,wilmont,1,0
2034,wipe,4,7
2035,wiped,0,3
2036,wiper,0,1
2037,win,11,35
2038,winning,8,8
2039,winnipeg,0,1
2040,winner,2,9
2041,winners,8,3
2042,winnowing,0,1
2043,wind,3,18
2044,window,4,60
2045,windows,9,90
2046,windowsish,0,2
2047,windoze,0,4
2048,windtalkers,0,1
2049,winds,0,2
2050,windscreen,0,1
2051,windsor,1,4
2052,windshield,0,1
2053,windshields,0,1
2054,winder,0,2
2055,windfall,0,1
2056,windfalls,2,0
2057,windley,0,1
2058,winNUMBER,1,17
2059,winNUMBERk,0,1
2060,wine,1,4
2061,winer,0,6
2062,winerrants,0,1
2063,wines,1,1
2064,wined,0,1
2065,winter,0,11
2066,winters,0,4
2067,winzip,0,4
2068,wins,0,6
2069,winstar,0,2
2070,winston,1,1
2071,wing,1,9
2072,wings,0,2
2073,winblows,0,2
2074,winbloze,0,1
2075,winmodem,0,1
2076,wincvs,0,1
2077,winamp,0,1
2078,winxp,0,1
2079,wink,1,40
2080,winie,0,1
2081,winfax,6,0
2082,wish,147,46
2083,wishes,2,11
2084,wished,0,2
2085,wishing,1,1
2086,wishful,0,5
2087,wisdom,0,15
2088,wise,0,14
2089,wisely,2,4
2090,wisethe,1,0
2091,wisps,0,2
2092,wisteria,0,1
2093,wisconsin,3,1
2094,wie,1,0
2095,wielding,0,1
2096,wielded,0,2
2097,wierd,0,2
2098,wieder,1,0
2099,wir,3,0
2100,wire,0,6
2101,wireless,2,34
2102,wireline,0,1
2103,wires,0,2
2104,wirespeed,0,3
2105,wired,1,12
2106,wirex,0,4
2107,wiretaps,1,0
2108,wiring,0,2
2109,wirklich,1,0
2110,wifi,0,10
2111,wife,9,25
2112,wifes,0,1
2113,wifeand,1,0
2114,wifsyvvucsnpcyNUMBERwmnmjvtwxngsmNUMBERjucNUMBERppjevNUMBERvfba,1,0
2115,wizard,1,5
2116,wizards,0,1
2117,wiggles,0,2
2118,wives,3,5
2119,wiccan,0,1
2120,wicked,1,2
2121,wiki,0,1
2122,wimbledon,0,1
2123,wh,0,1
2124,whe,0,1
2125,where,61,317
2126,whereas,1,10
2127,whereabouts,0,1
2128,wherever,1,5
2129,wherewithal,0,2
2130,whereby,1,2
2131,whereupon,1,0
2132,when,77,577
2133,whenever,1,15
2134,whenthe,1,0
2135,wheat,0,1
2136,wheather,0,2
2137,whelan,0,1
2138,whether,22,82
2139,wheel,0,8
2140,wheels,1,6
2141,wheelhubs,0,1
2142,wheeler,0,4
2143,wheelchair,3,0
2144,whew,0,1
2145,who,129,446
2146,whos,0,2
